HW;Vyrobce;Model;Rok;CMD;NKP;Zapojeni
Teltonika 150;Manitou;MLT 737 130PS;2017-2020;;;
Teltonika 150;Manitou;MLT 840-137PS;2014+;;;
Teltonika 150;Manitou;MLT 845 120PS;2012+;;;
Teltonika 150;Manitou;MLT 960;2018+;;;
Teltonika 150;Mecalac;TLB890;2018+;;;
Teltonika 150;Merlo;P27-6 Plus;2018+;;;
Teltonika 150;Merlo;P40-17 Plus;2018+;;;
Teltonika 150;Schmidt;Swingo 200+;2013+;;;
Teltonika 150;Sennebogen;355E;2019+;;;
Teltonika 150;Sennebogen;821E;2015+;;;
Teltonika 150;Sennebogen;835E;2014+;;;
Teltonika 150;Sumitomo;SH210LC-5;2010+;;;
Teltonika 150;Takeuchi;TB295W;2019+;;;
Teltonika 150;Terberg;YT220;2013+;;;
Teltonika 150;Terex;Demag AC30 City;2007+;;;
Teltonika 150;TLD;GPU 409 E CUP;2019+;;;
Teltonika 150;TLD;TMX 450;2019+;;;
Teltonika 150;TLD;TXL 838 WID;2019+;;;
Teltonika 150;UBCO;[Experimental] model1;1+;;;
Teltonika 150;Vogele;MT3000-2i;2018+;;;
Teltonika 150;Vogele;S1600-1;2006+;;;
Teltonika 150;Vogele;S1800-1;2006+;;;
Teltonika 150;Vogele;S1800-2;2011+;;;
Teltonika 150;Vogele;S1800-3i;2015+;;;
Teltonika 150;Vogele;S1900-3i;2019+;;;
Teltonika 150;Vogele;S2100-2;2008+;;;
Teltonika 150;Vogele;S2100-3i;2019+;;;
Teltonika 150;volvo;L110H;2017+;;;
Teltonika 150;volvo;L150H;2018+;;;
Teltonika 150;volvo;L50H;2017+;;;
Teltonika 150;volvo;L90H;2017+;;;
Teltonika 150;volvo;P7820D;2018+;;;
Teltonika 150;Votol;EM 150-2;2020+;;;
Teltonika 150;Wirtgen;2200CR;2019+;;;
Teltonika 150;Wirtgen;W100;2007+;;;
Teltonika 150;Wirtgen;W100 F;2009+;;;
Teltonika 150;Wirtgen;W150;2008+;;;
Teltonika 150;Wirtgen;W2000;2006+;;;
Teltonika 150;Wirtgen;W200i;2017+;;;
Teltonika 150;Ashok Leyland;1618;2020+;;;
Teltonika 150;Ashok Leyland;1920HH;2021+;;;
Teltonika 150;Ashok Leyland;2820HU;2021+;;;
Teltonika 150;Ashok Leyland;3118;2018+;;;
Teltonika 150;Ashok Leyland;3118 (GP4825-77);2019+;;;
Teltonika 150;Ashok Leyland;3518;2019+;;;
Teltonika 150;Ashok Leyland;4220 (GM4220-66);2022+;;;
Teltonika 150;Ashok Leyland;Boss 1616;2019+;;;
Teltonika 150;Ashok Leyland;GR3520-66;2021+;;;
Teltonika 150;Ashok Leyland;Partner;2019+;;;
Teltonika 150;Ashok Leyland;U 4923TT;2018+;;;
Teltonika 150;Ashok Leyland;U-2518R;2019+;;;
Teltonika 150;Ashok Leyland;U-3518TT;2017+;;;
Teltonika 150;Bharat Benz;1617R;2020+;;;
Teltonika 150;Bharat Benz;1917;2023+;;;
Teltonika 150;chevrolet;FRR;2017+;;;
Teltonika 150;chevrolet;NHR;2018+;;;
Teltonika 150;DAF;CF Electric;2020+;;;
Teltonika 150;DAF;CF mk1;2000-2006;;;
Teltonika 150;DAF;CF mk2;2006-2013;;;
Teltonika 150;DAF;CF mk3;2013-2018;;;
Teltonika 150;DAF;LF mk1;2000-2006;;;
Teltonika 150;DAF;LF mk2;2006-2013;;;
Teltonika 150;DAF;LF mk3;2013-2018;;;
Teltonika 150;DAF;XF mk1 (XF95);2002-2005;;;
Teltonika 150;DAF;XF mk2 (XF105);2005-2013;;;
Teltonika 150;DAF;XF mk3;2013-2018;;;
Teltonika 150;DAF;XF mk4;2018-2021;;;
Teltonika 150;DAF;XF mk5;2021+;;;
Teltonika 150;Dennis Eagle;Elite 6;2014+;;;
Teltonika 150;Eicher;Pro 3019;2021+;;;
Teltonika 150;Eicher;Pro 6041;2019+;;;
Teltonika 150;Eicher;Pro 6048;2022+;;;
Teltonika 150;ELAM FAW;1102D;2020+;;;
Teltonika 150;FAW;FD290TH;2023+;;;
Teltonika 150;ford;Cargo 1848T E6;2016+;;;
Teltonika 150;ford;Cargo 2428 LATAM;2011+;;;
Teltonika 150;ford;Cargo 916 LATAM;2013+;;;
Teltonika 150;ford;F-MAX;2018+;;;
Teltonika 150;foton;Auman EST-A;2020+;;;
Teltonika 150;foton;Aumark BJ 1128;2022+;;;
Teltonika 150;foton;Aumark-C 6000 (8215);2013+;;;
Teltonika 150;foton;Aumark-C 7000 (1117);2013+;;;
Teltonika 150;freightliner;114SD (DD13);2021+;;;
Teltonika 150;freightliner;360-1217;2017+;;;
Teltonika 150;freightliner;360-2528;2017+;;;
Teltonika 150;freightliner;360-2528 facelift;2020+;;;
Teltonika 150;freightliner;Cascadia mk1 (PX125064ST);2006-2019;;;
Teltonika 150;Goupil;G4;2016+;;;
Teltonika 150;Hino;300 mk2 514 (XZU640);2011-2017;;;
Teltonika 150;Hino;300 mk2 516 Hybrid (XKU640);2018+;;;
Teltonika 150;Hino;300 mk2 614;2011+;;;
Teltonika 150;Hino;300 mk2 616 (XZU600);2014+;;;
Teltonika 150;Hino;300 mk2 616 Hybrid (XKU650);2017+;;;
Teltonika 150;Hino;300 mk2 716 (XZU720);2011-2017;;;
Teltonika 150;Hino;300 mk2 816 (XZC710);2013-2017;;;
Teltonika 150;Hino;300 mk2 816 HV;2017+;;;
Teltonika 150;Hino;500 mk5 1018;2011+;;;
Teltonika 150;Hino;500 mk5 1524;2011+;;;
Teltonika 150;Hino;500 mk5 1626;2011+;;;
Teltonika 150;Hino;500 mk5 1727;2011+;;;
Teltonika 150;Hino;500 mk5 2628;2011+;;;
Teltonika 150;Hino;700;2014+;;;
Teltonika 150;Hino;Dutro mk2;2011+;;;
Teltonika 150;Hino;Profia;2014+;;;
Teltonika 150;hyundai;H-500 LATAM;2019+;;;
Teltonika 150;International;Citystar (JAC X350);2020+;;;
Teltonika 150;International;Citystar Clase-5;2014+;;;
Teltonika 150;isuzu;C-Series CYH;2018+;;;
Teltonika 150;isuzu;C-Series CYZ;2018+;;;
Teltonika 150;isuzu;Elf mk6 200 (NMR);2013+;;;
Teltonika 150;isuzu;Elf mk6 300 (NMR);2019+;;;
Teltonika 150;isuzu;Elf mk6 500 (NPR);2020+;;;
Teltonika 150;isuzu;Elf mk6 NMR Indonesia;2022+;;;
Teltonika 150;isuzu;Forward mk5 1100;2020+;;;
Teltonika 150;isuzu;Forward mk5 800;2015+;;;
Teltonika 150;isuzu;Forward N75 NPR75;2012+;;;
Teltonika 150;isuzu;Giga mk5 GVR Indonesia;2022+;;;
Teltonika 150;isuzu;Grafter N35;2015+;;;
Teltonika 150;isuzu;P75 NPR85;2018+;;;
Teltonika 150;isuzu;Reward NLR85;2017+;;;
Teltonika 150;isuzu;Reward-NP (NPR6SN);2021+;;;
Teltonika 150;isuzu;Traga;2018+;;;
Teltonika 150;iveco;682;2018+;;;
Teltonika 150;iveco;Eurocargo mk2;2003-2008;;;
Teltonika 150;iveco;Eurocargo mk3;2008-2016;;;
Teltonika 150;iveco;Eurocargo mk3 facelift;2016+;;;
Teltonika 150;iveco;S-Way (S510);2019+;;;
Teltonika 150;iveco;Stralis CNG;2011-2014;;;
Teltonika 150;iveco;Stralis mk1;2002-2007;;;
Teltonika 150;iveco;Stralis mk2;2007-2013;;;
Teltonika 150;iveco;Stralis mk3;2013-2017;;;
Teltonika 150;iveco;T-Way;2021+;;;
Teltonika 150;iveco;Trakker mk1;2005-2007;;;
Teltonika 150;iveco;Trakker mk2;2008-2013;;;
Teltonika 150;iveco;Trakker mk3;2013-2021;;;
Teltonika 150;iveco;X-Way facelift;2020+;;;
Teltonika 150;Iveco Astra;HD8;2005-2012;;;
Teltonika 150;jac;HFC 1063 KN;2022+;;;
Teltonika 150;jac;HFC 1120 KN;2023+;;;
Teltonika 150;Kenworth;T660;2008-2017;;;
Teltonika 150;Kenworth;T680 (Cummins ISX15E5);2021+;;;
Teltonika 150;Kenworth;T800;2006+;;;
Teltonika 150;mahindra;Blaze X40;2019+;;;
Teltonika 150;mahindra;Bolero Pickup CNG;2020+;;;
Teltonika 150;man;FE;1997-2001;;;
Teltonika 150;man;LE;2001-2005;;;
Teltonika 150;man;ME;2001-2005;;;
Teltonika 150;man;TGA Series;2002-2007;;;
Teltonika 150;man;TGL mk1;2005-2008;;;
Teltonika 150;man;TGL mk2;2008-2013;;;
Teltonika 150;man;TGL mk3;2013-2020;;;
Teltonika 150;man;TGM mk1;2005-2008;;;
Teltonika 150;man;TGM mk2;2008-2013;;;
Teltonika 150;man;TGM mk3;2013-2020;;;
Teltonika 150;man;TGS mk1;2007-2013;;;
Teltonika 150;man;TGS mk2;2013-2017;;;
Teltonika 150;man;TGS mk3;2020+;;;
Teltonika 150;man;TGX mk1;2007-2013;;;
Teltonika 150;man;TGX mk1 LATAM CKD;2018+;;;
Teltonika 150;man;TGX mk2;2013-2017;;;
Teltonika 150;man;TGX mk2 facelift;2017-2020;;;
Teltonika 150;man;TGX mk3;2020+;;;
Teltonika 150;MAN Steyr;41S60;1999+;;;
Teltonika 150;mercedes-benz;[Experimental] Actros Mp4 (SFTP);2011-2019;;;
Teltonika 150;mercedes-benz;[Experimental] Actros Mp5;2019+;;;
Teltonika 150;mercedes-benz;Accelo 1016 E5 LATAM;2014+;;;
Teltonika 150;mercedes-benz;Actros Mp1;1998-2002;;;
Teltonika 150;mercedes-benz;Actros Mp2;2003-2008;;;
Teltonika 150;mercedes-benz;Actros Mp3;2008-2011;;;
Teltonika 150;mercedes-benz;Actros Mp4 (SFTP);2011-2019;;;
Teltonika 150;mercedes-benz;Actros Mp5;2019+;;;
Teltonika 150;mercedes-benz;Antos;2013-2020;;;
Teltonika 150;mercedes-benz;Arocs 5;2019+;;;
Teltonika 150;mercedes-benz;Arocs SFTP;2013-2019;;;
Teltonika 150;mercedes-benz;Atego mk1;2000-2003;;;
Teltonika 150;mercedes-benz;Atego mk1 1999;1999-2000;;;
Teltonika 150;mercedes-benz;Atego mk2;2004-2010;;;
Teltonika 150;mercedes-benz;Atego mk3;2011-2014;;;
Teltonika 150;mercedes-benz;Atego mk3 1419 LATAM;2014+;;;
Teltonika 150;mercedes-benz;Atego mk4;2014-2023;;;
Teltonika 150;mercedes-benz;Atron LATAM;2016+;;;
Teltonika 150;mercedes-benz;Axor mk1;2001-2004;;;
Teltonika 150;mercedes-benz;Axor mk2;2004-2011;;;
Teltonika 150;mercedes-benz;Axor mk3;2011-2013;;;
Teltonika 150;mercedes-benz;Axor mk3 LATAM;2011+;;;
Teltonika 150;mercedes-benz;Econic mk1;2001-2013;;;
Teltonika 150;mercedes-benz;Unimog U300;2007-2013;;;
Teltonika 150;mercedes-benz;Unimog U300 E6;2013+;;;
Teltonika 150;mercedes-benz;Unimog U400;2006-2013;;;
Teltonika 150;mercedes-benz;Unimog U400 E6;2013+;;;
Teltonika 150;mercedes-benz;Unimog U500;2003+;;;
Teltonika 150;Mitsubishi Fuso;Canter mk8;2012+;;;
Teltonika 150;Mitsubishi Fuso;Canter mk8 75LTF;2012+;;;
Teltonika 150;renault;AE Magnum dCi;2000-2002;;;
Teltonika 150;renault;C Series Wide;2013-2021;;;
Teltonika 150;renault;D10-D26T;2013+;;;
Teltonika 150;renault;K Series;2013+;;;
Teltonika 150;renault;Kerax dCi;2002-2006;;;
Teltonika 150;renault;Magnum dCi;2002-2005;;;
Teltonika 150;renault;Midlum dCi;2002-2006;;;
Teltonika 150;renault;Premium dCi;2002-2006;;;
Teltonika 150;renault;T Series;2013-2021;;;
Teltonika 150;Scania;4 Series;1999-2004;;;
Teltonika 150;Scania;PRT Range mk1;2005-2017;;;
Teltonika 150;Scania;PRT Range mk2;2017+;;;
Teltonika 150;Scania;PRT Range mk2 Gas;2017+;;;
Teltonika 150;Shacman;X3000 E5;2020+;;;
Teltonika 150;tata;1109G;2021+;;;
Teltonika 150;tata;1613 BS4 Sweeper;2015+;;;
Teltonika 150;tata;1618 Turbotronn;2018+;;;
Teltonika 150;tata;1918;2023+;;;
Teltonika 150;tata;2518c;2019+;;;
Teltonika 150;tata;4825;2022+;;;
Teltonika 150;tata;710 LPT;2022+;;;
Teltonika 150;tata;Defence 1613 BS4 Water Tanker;2018+;;;
Teltonika 150;tata;Signa 2518S;2019+;;;
Teltonika 150;tata;Signa 2823K;2022+;;;
Teltonika 150;tata;Signa 4623S;2020+;;;
Teltonika 150;tata;Signa 5530S;2022+;;;
Teltonika 150;tata;Ultra 1918T;2021+;;;
Teltonika 150;volvo;FE mk2;2013-2021;;;
Teltonika 150;volvo;FE mk3 (facelift;2021+;;;
Teltonika 150;volvo;FH KSA;2015+;;;
Teltonika 150;volvo;FH mk3;2013-2020;;;
Teltonika 150;volvo;FH mk3 facelift;2020+;;;
Teltonika 150;volvo;FL mk3;2013-2022;;;
Teltonika 150;volvo;FM mk3;2013-2020;;;
Teltonika 150;volvo;FMX mk1 facelift;2013-2020;;;
Teltonika 150;Mitsubishi Fuso;FI;2022+;;;
Teltonika 150;Altigreen;NeEV HDX;2022+;;;
Teltonika 150;byd;ETP3;2021+;;;
Teltonika 150;byd;T3 EV;2021+;;;
Teltonika 150;citro?n;Berlingo mk1 facelift;2004-2007;;;
Teltonika 150;citro?n;Berlingo mk2;2008-2012;;;
Teltonika 150;citro?n;Berlingo mk2 facelift 1;2012-2015;;;
Teltonika 150;citro?n;Berlingo mk2 facelift 2;2015-2018;;;
Teltonika 150;citro?n;Berlingo mk3;2018+;;;
Teltonika 150;citro?n;Dispatch mk2;2007-2012;;;
Teltonika 150;citro?n;Dispatch mk2 facelift;2012-2016;;;
Teltonika 150;citro?n;Dispatch mk3;2016+;;;
Teltonika 150;citro?n;Jumper mk2;2006-2011;;;
Teltonika 150;citro?n;Jumper mk2 facelift 1;2012-2014;;;
Teltonika 150;citro?n;Jumper mk2 facelift 2;2014+;;;
Teltonika 150;citro?n;Jumpy mk2;2007-2012;;;
Teltonika 150;citro?n;Jumpy mk2 facelift;2012-2016;;;
Teltonika 150;citro?n;Jumpy mk3;2016+;;;
Teltonika 150;citro?n;Nemo mk3;2008-2017;;;
Teltonika 150;citro?n;Relay mk2;2006-2011;;;
Teltonika 150;citro?n;Relay mk2 facelift 1;2012-2014;;;
Teltonika 150;citro?n;Relay mk2 facelift 2;2014-2019;;;
Teltonika 150;citro?n;Spacetourer;2016+;;;
Teltonika 150;dacia;dokker;2012+;;;
Teltonika 150;dodge;Sprinter US mk2 (W906);2006-2009;;;
Teltonika 150;fiat;Doblo mk2;2009-2015;;;
Teltonika 150;fiat;Ducato mk3;2006-2011;;;
Teltonika 150;fiat;Ducato mk3 facelift 1;2012-2014;;;
Teltonika 150;fiat;Ducato mk3 facelift 2;2014-2019;;;
Teltonika 150;fiat;Ducato mk3 facelift 3;2019-2021;;;
Teltonika 150;fiat;Ducato mk4;2021+;;;
Teltonika 150;fiat;e-Ducato;2020+;;;
Teltonika 150;fiat;Fiorino mk3;2007-2016;;;
Teltonika 150;fiat;Qubo mk3;2007-2016;;;
Teltonika 150;fiat;Qubo mk3 facelift;2016-2020;;;
Teltonika 150;fiat;Scudo mk2;2007-2012;;;
Teltonika 150;fiat;Scudo mk2 facelift;2012-2016;;;
Teltonika 150;fiat;Scudo mk3;2021+;;;
Teltonika 150;fiat;Talento mk2;2016-2020;;;
Teltonika 150;ford;[Experimental] Transit mk4 E6 (tdci2.2);2018+;;;
Teltonika 150;ford;E-150 mk4 facelift 3;2008-2014;;;
Teltonika 150;ford;E350 mk4 facelift;2008-2014;;;
Teltonika 150;ford;Tourneo Custom E5;2012-2016;;;
Teltonika 150;ford;Tourneo Custom facelift PHEV;2020+;;;
Teltonika 150;ford;Transit Connect mk1 facelift;2008-2009;;;
Teltonika 150;ford;Transit Connect mk1 facelift;2008-2009;;;
Teltonika 150;ford;Transit Connect mk1 facelift 2;2009-2013;;;
Teltonika 150;ford;Transit Connect mk1 facelift 2;2009-2013;;;
Teltonika 150;ford;Transit Connect mk2;2013-2018;;;
Teltonika 150;ford;Transit Connect mk2 facelift;2018+;;;
Teltonika 150;ford;Transit Courier mk1;2014-2018;;;
Teltonika 150;ford;Transit Courier mk1 facelift;2018+;;;
Teltonika 150;ford;Transit Custom mk1 E5;2012-2016;;;
Teltonika 150;ford;Transit Custom mk1 E6;2016-2018;;;
Teltonika 150;ford;Transit Custom mk1 facelift;2018-2023;;;
Teltonika 150;ford;Transit Custom mk1 facelift LATAM;2018+;;;
Teltonika 150;ford;Transit mk3 facelift;2006-2014;;;
Teltonika 150;ford;Transit mk4 E5;2014-2016;;;
Teltonika 150;ford;Transit mk4 E6;2016-2020;;;
Teltonika 150;ford;Transit mk4 E6 (tdci2.2);2018+;;;
Teltonika 150;ford;Transit mk4 facelift 1;2020-2022;;;
Teltonika 150;ford;Transit mk4 facelift 2;2022+;;;
Teltonika 150;freightliner;Sprinter US mk2 (W906);2006-2009;;;
Teltonika 150;freightliner;Sprinter US mk2 facelift (W906);2009-2013;;;
Teltonika 150;freightliner;Sprinter US mk2 facelift 2 (W906);2013-2018;;;
Teltonika 150;hyundai;H1 mk2 facelift;2018+;;;
Teltonika 150;hyundai;H1 mk2 with CRDI engine;2011-2018;;;
Teltonika 150;hyundai;H300 with CRDI engine;2008-2017;;;
Teltonika 150;hyundai;H350;2014+;;;
Teltonika 150;hyundai;i800 with CRDI engine;2007-2018;;;
Teltonika 150;hyundai;iLoad with CRDI engine;2009-2018;;;
Teltonika 150;hyundai;iMax with CRDI engine;2008-2017;;;
Teltonika 150;hyundai;Starex mk2 with CRDI engine;2009-2014;;;
Teltonika 150;hyundai;Staria (US4);2021+;;;
Teltonika 150;iveco;[Experimental] Daily mk6 facelift 1;2019-2022;;;
Teltonika 150;iveco;Daily mk3;2001-2005;;;
Teltonika 150;iveco;Daily mk4;2006-2011;;;
Teltonika 150;iveco;Daily mk5;2011-2014;;;
Teltonika 150;iveco;Daily mk6;2014-2019;;;
Teltonika 150;iveco;Daily mk6 facelift 1;2019-2022;;;
Teltonika 150;Knaus;Sun-i;2018+;;;
Teltonika 150;LDV;Maxus V80 (SAIC Engine);2011-2019;;;
Teltonika 150;mahindra;Treo Zor DV;2021+;;;
Teltonika 150;mahindra;Zor Grand DV Plus;2023+;;;
Teltonika 150;man;eTGE;2018+;;;
Teltonika 150;man;TGE;2017+;;;
Teltonika 150;mercedes-benz;Citan (W415);2012-2016;;;
Teltonika 150;mercedes-benz;Citan mk2 (W420);2021+;;;
Teltonika 150;mercedes-benz;eVito (W447);2018+;;;
Teltonika 150;mercedes-benz;Marco Polo mk2 (W639);2004-2010;;;
Teltonika 150;mercedes-benz;Marco Polo mk2 facelift (W639);2010-2014;;;
Teltonika 150;mercedes-benz;Marco Polo mk3 (W447);2015-2020;;;
Teltonika 150;mercedes-benz;Metris mk3 (W447);2015-2020;;;
Teltonika 150;mercedes-benz;Sprinter mk1 (W902);2000-2005;;;
Teltonika 150;mercedes-benz;Sprinter mk1 (W903);2000-2005;;;
Teltonika 150;mercedes-benz;Sprinter mk1 (W904);2000-2005;;;
Teltonika 150;mercedes-benz;Sprinter mk1 (W905);2000-2005;;;
Teltonika 150;mercedes-benz;Sprinter mk2 (C906) LATAM;2009-2013;;;
Teltonika 150;mercedes-benz;Sprinter mk2 (W906);2006-2009;;;
Teltonika 150;mercedes-benz;Sprinter mk2 facelift (C906) LATAM;2013-2018;;;
Teltonika 150;mercedes-benz;Sprinter mk2 facelift 1 (W906);2009-2013;;;
Teltonika 150;mercedes-benz;Sprinter mk2 facelift 2 (W906);2013-2018;;;
Teltonika 150;mercedes-benz;Sprinter mk3 (C907) LATAM;2018+;;;
Teltonika 150;mercedes-benz;Sprinter mk3 (W907);2018+;;;
Teltonika 150;mercedes-benz;Viano mk2 (W639);2004-2010;;;
Teltonika 150;mercedes-benz;Viano mk2 facelift (W639);2010-2014;;;
Teltonika 150;mercedes-benz;Viano mk3 (W447);2015-2020;;;
Teltonika 150;mercedes-benz;Vito mk2 (W639);2004-2010;;;
Teltonika 150;mercedes-benz;Vito mk2 facelift (W639);2010-2014;;;
Teltonika 150;mercedes-benz;Vito mk3 (W447);2015-2020;;;
Teltonika 150;nissan;Cabstar (F24);2007-2013;;;
Teltonika 150;nissan;e-NV200;2014+;;;
Teltonika 150;nissan;Interstar NV400;2010+;;;
Teltonika 150;nissan;Interstar X70;2004-2010;;;
Teltonika 150;nissan;Kubistar mk1;2003-2009;;;
Teltonika 150;nissan;NT400;2013+;;;
Teltonika 150;nissan;NT500;2013-2017;;;
Teltonika 150;nissan;NV200;2010-2020;;;
Teltonika 150;nissan;NV350 Urvan mk6 (E26);2012-2017;;;
Teltonika 150;nissan;Primastar mk1 facelift (X83);2006-2014;;;
Teltonika 150;opel;Combo D;2011-2018;;;
Teltonika 150;opel;Combo E;2018+;;;
Teltonika 150;opel;Movano A;2004-2010;;;
Teltonika 150;opel;Movano B;2010-2019;;;
Teltonika 150;opel;Movano B facelift;2019+;;;
Teltonika 150;opel;Movano C;2021+;;;
Teltonika 150;opel;Vivaro A (X83);2001-2006;;;
Teltonika 150;opel;Vivaro A facelift (X83);2006-2014;;;
Teltonika 150;opel;Vivaro B (X82);2014-2019;;;
Teltonika 150;opel;Vivaro C;2019+;;;
Teltonika 150;peugeot;Bipper mk3;2008-2017;;;
Teltonika 150;peugeot;Boxer mk2;2006-2011;;;
Teltonika 150;peugeot;Boxer mk2 facelift 1;2012-2014;;;
Teltonika 150;peugeot;Boxer mk2 facelift 2;2014-2019;;;
Teltonika 150;peugeot;Expert mk2;2007-2012;;;
Teltonika 150;peugeot;Expert mk2 facelift;2012-2016;;;
Teltonika 150;peugeot;Expert mk3;2016+;;;
Teltonika 150;peugeot;Manager mk2;2006-2011;;;
Teltonika 150;peugeot;Manager mk2 facelift 1;2012-2014;;;
Teltonika 150;peugeot;Manager mk2 facelift 2;2014-2019;;;
Teltonika 150;peugeot;Partner mk1 facelift;2004-2007;;;
Teltonika 150;peugeot;Partner mk2;2008-2012;;;
Teltonika 150;peugeot;Partner mk2 facelift 1;2012-2015;;;
Teltonika 150;peugeot;Partner mk2 facelift 2;2015-2018;;;
Teltonika 150;peugeot;Partner mk3;2018+;;;
Teltonika 150;peugeot;Rifter;2018+;;;
Teltonika 150;peugeot;traveller;2016+;;;
Teltonika 150;Piaggio;Porter Electric;2017+;;;
Teltonika 150;ram;Promaster;2013-2019;;;
Teltonika 150;ram;Promaster 2500 facelift-1;2019-2022;;;
Teltonika 150;ram;Promaster City;2015+;;;
Teltonika 150;renault;D3.5-D7.5;2013+;;;
Teltonika 150;renault;Dokker mk1;2012-2021;;;
Teltonika 150;renault;Express mk2;2021+;;;
Teltonika 150;renault;Kangoo mk1 facelift;2003-2011;;;
Teltonika 150;renault;Kangoo mk2;2008-2013;;;
Teltonika 150;renault;Kangoo mk2 facelift;2013-2021;;;
Teltonika 150;renault;Kangoo mk2 facelift ZE;2017-2021;;;
Teltonika 150;renault;Kangoo mk3;2021+;;;
Teltonika 150;renault;Mascott mk2;2004-2010;;;
Teltonika 150;renault;Master mk2;2004-2010;;;
Teltonika 150;renault;Master mk3;2010-2019;;;
Teltonika 150;renault;Master mk3 facelift;2019+;;;
Teltonika 150;renault;Maxity;2007-2013;;;
Teltonika 150;renault;Trafic mk2;2003-2014;;;
Teltonika 150;renault;Trafic mk2 facelift;2006-2013;;;
Teltonika 150;renault;Trafic mk3;2014-2019;;;
Teltonika 150;renault;Trafic mk3 facelift 2;2021+;;;
Teltonika 150;Shineray;Haixing X30L EV;2022+;;;
Teltonika 150;äkoda;Roomster Praktik mk2 facelift (Typ5J);2007-2014;;;
Teltonika 150;toyota;[Experimental] Proace Verso mk2;2016+;;;
Teltonika 150;toyota;Hiace mk5 facelift (TRH201);2013+;;;
Teltonika 150;toyota;Hiace mk5 facelift (TRH203);2013-2020;;;
Teltonika 150;toyota;Hiace mk5 facelift 2 (TRH223);2018+;;;
Teltonika 150;toyota;Hiace mk6 (GRH300);2019+;;;
Teltonika 150;toyota;Hiace mk6 (GRH322);2019+;;;
Teltonika 150;toyota;Proace City Verso;2020+;;;
Teltonika 150;toyota;Proace City Verso;2020+;;;
Teltonika 150;toyota;Proace mk1;2013-2016;;;
Teltonika 150;toyota;Proace mk2;2016+;;;
Teltonika 150;toyota;Proace Verso mk2;2016+;;;
Teltonika 150;vauxhall;Combo D;2011-2018;;;
Teltonika 150;vauxhall;Movano A;2004-2010;;;
Teltonika 150;vauxhall;Movano B;2010-2019;;;
Teltonika 150;vauxhall;Vivaro A facelift;2006-2014;;;
Teltonika 150;vauxhall;Vivaro B;2014-2019;;;
Teltonika 150;vauxhall;vivaro, vivaro-e;2020+;;;
Teltonika 150;volkswagen;Caddy mk3  (Typ2K);2004-2010;;;
Teltonika 150;volkswagen;Caddy mk3 facelift 1 (Typ2K);2010-2015;;;
Teltonika 150;volkswagen;Caddy mk3 facelift 2 (Typ2K);2015-2020;;;
Teltonika 150;volkswagen;Caddy mk3 facelift 2 (Typ2K) CKD;2015-2020;;;
Teltonika 150;volkswagen;Caddy mk4 (TypSK);2020+;;;
Teltonika 150;volkswagen;Caravelle mk4 T4 (Typ70);1999-2003;;;
Teltonika 150;volkswagen;Caravelle mk5 T5 (Typ7J);2004-2015;;;
Teltonika 150;volkswagen;Caravelle mk6 facelift T6.1 (Typ7H);2020+;;;
Teltonika 150;volkswagen;Caravelle mk6 T6 (Typ7F);2016-2020;;;
Teltonika 150;volkswagen;Crafter mk1 (Typ2E);2006-2011;;;
Teltonika 150;volkswagen;Crafter mk1 facelift (Typ2E);2011-2016;;;
Teltonika 150;volkswagen;Crafter mk2 (TypSY);2017+;;;
Teltonika 150;volkswagen;e-Crafter (TypSYN1E);2017+;;;
Teltonika 150;volkswagen;Multivan mk4 T4 (Typ70);1999-2003;;;
Teltonika 150;volkswagen;Multivan mk5 T5 (Typ7J);2004-2015;;;
Teltonika 150;volkswagen;Multivan mk6 facelift T6.1 (Typ7H);2020+;;;
Teltonika 150;volkswagen;Multivan mk6 T6 (Typ7F);2016-2020;;;
Teltonika 150;volkswagen;Multivan T7 eHybrid;2021+;;;
Teltonika 150;volkswagen;Transporter mk4 T4 (Typ70);1999-2003;;;
Teltonika 150;volkswagen;Transporter mk5 T5 (Typ7H);2004-2015;;;
Teltonika 150;volkswagen;Transporter mk6 facelift T6.1 (Typ7H);2020+;;;
Teltonika 150;volkswagen;Transporter mk6 T6 (Typ7E);2016-2020;;;
Teltonika 150;Yangzhou Yaxing;YBL5050DBEV;2023+;;;

